Epoch,loss_G,loss_D,loss_GAN,loss_content,loss_real,loss_fake,PSNR,SSIM
0,0.08124882103999456,0.03486899410700425,0.9460906711419423,0.08030273033181826,0.0378104247697629,0.03192756402445957,15.4374841995436,0.44872498787442844
1,0.05995413116614024,0.002751653981162235,1.0007788287798565,0.05895335228244464,0.0029104625379356244,0.0025928454210904115,15.83720334760245,0.4722424704233805
2,0.052312889421979585,0.0018559209027249988,1.0008907089233399,0.05131199863553047,0.0019048880573439722,0.0018069537434882174,15.498117377501865,0.45816363924741743
3,0.0473903690725565,0.1426052385090152,0.6031421322822571,0.0467872269153595,0.13970704260002823,0.14550343519971162,16.13374412732861,0.4918962426483631
4,0.0446754919886589,0.009234745900534714,0.9827488982131084,0.04369274304310481,0.00970627024738739,0.008763221554690972,16.495983875133795,0.5044159603814284
5,0.04219347626964251,0.0024432998964718233,0.9992189535299937,0.04119425723453363,0.0029359755304564413,0.001950624265281173,16.54391331042322,0.509277870863676
6,0.03959528184930484,0.0024167495808408907,1.000211653550466,0.03859507013360659,0.0028589112315094097,0.0019745879253023303,16.65022140555083,0.5163726148704688
7,0.038098717545469604,0.04526287152579365,0.8929441200494767,0.03720577333370845,0.04551947391638532,0.04500626914362268,16.98083327533723,0.5364625009000301
8,0.03691125433643659,0.03136812090501189,0.9102219724853834,0.03600103229284286,0.02939819365941609,0.03333804805049052,16.93445365883687,0.53067620870471
9,0.055292972172300024,0.00967984451757123,0.9803641523520151,0.054312607953945796,0.009227177421096713,0.010132511548697948,16.90482155694943,0.5269166526099046
10,0.03834797197083632,0.001800605434536313,1.0000534739494324,0.03734791843593121,0.0018991794554361454,0.0017020314199229082,17.006295618504286,0.5352605825960636
11,0.035519610633452735,0.017728502651521316,0.9725139958759149,0.03454709655294816,0.0178943939608677,0.01756261107585548,17.08206500461985,0.5372047389745712
12,0.034192978310088315,0.001858221690170467,0.9989966502189637,0.033193981615205606,0.0015554344066573927,0.0021610089688717075,17.389444987086634,0.5478799494703611
13,0.03355700069665909,0.024538138801115564,0.9434983926415443,0.032613502370814486,0.02387801263834505,0.025198264879640192,17.241156713618842,0.5449022142390411
14,0.03337318289279938,0.0010039956095861272,0.9996288084983825,0.032373553976416586,0.0010778829952469095,0.0009301082219268816,17.282915351126118,0.5412735484540463
15,0.03305350057284037,0.0010401150546191882,1.0000991547107696,0.032053401370843254,0.0012194042776245623,0.0008608258338451075,17.469246125230537,0.5534936847090721
16,0.03129889361808697,0.0026169209693713735,1.0001028680006663,0.03029879071066777,0.0031421658697654495,0.0020916760771457726,17.35442197368962,0.5522144719362259
