Epoch,loss_G,loss_D,loss_GAN,loss_content,loss_real,loss_fake,PSNR,SSIM
0,0.10934582273165384,0.04059234975092113,0.9173277682860692,0.10842849476138751,0.04172856439153353,0.03945613525311152,14.81981913626736,0.4115963386893272
1,0.09056337296962738,0.0030222292595232527,0.9965808478196462,0.08956679197152456,0.003451063274095456,0.0025933952362587054,14.806047652912177,0.42946162703633306
2,0.08443090421954791,0.0012917922156242033,0.9988043348789215,0.08343209982911745,0.0015132890477155645,0.00107029538275674,15.235896172648838,0.4440116493900617
3,0.08029238618413607,0.0008130223503879582,0.9993256446520488,0.0792930606007576,0.0009682846538101634,0.0006577600458404049,15.345092938019064,0.45271522039175033
4,0.07740630500515303,0.000615229612759625,0.9996349909305573,0.0764066698451837,0.0007424320876986409,0.00048802714076979706,15.440483528175584,0.45580725795030597
5,0.07491625875234603,0.00048341288526232044,0.9997863914171855,0.07391647229592005,0.0005889395355479791,0.00037788623600499703,15.48523508275187,0.4562548951705297
6,0.07289874814947446,0.00040675229486078024,0.9998576590220134,0.07189889048536618,0.0004981688152765855,0.000315335774095729,15.282519326953727,0.454386804352204
7,0.07120950957139333,0.00034068101374820495,0.999924001455307,0.07020958560705184,0.00042126060085138304,0.0002601014258689247,15.60019193157614,0.46417523328463234
8,0.06973254446188609,0.0002901921719797732,0.9999380355676015,0.06873260623216629,0.00036158539926206383,0.00021879894589073957,15.680723029281765,0.46864637298385303
9,0.06846998692552249,0.00027362567149490736,0.9999584381580353,0.067470028479894,0.0003391677942321015,0.00020808354854913585,15.693096283939196,0.4712802145580451
10,0.06731671844422817,0.00022978200186238003,0.9999905505180359,0.06631672781705857,0.0002862230740817419,0.0001733409294683952,15.608591554365914,0.4656026350359122
11,0.06620211305717627,0.00021208929020698027,0.9999985409577687,0.06520211446781954,0.000266994735468567,0.0001571838455371714,15.787438187537246,0.47085488868753117
12,0.06525646290679772,0.00018801732064942673,1.0000022075970967,0.06425646073122819,0.0002364431632255825,0.0001395914782866991,15.810328261914657,0.4728823438485463
13,0.06436927857001623,0.016239827741335224,0.9539727823783954,0.06341530586282412,0.01621230021523176,0.016267355201174116,15.77056886336199,0.47521281415224076
14,0.06360165049632391,0.00016159150265351247,0.9998679033120473,0.06260178253551324,0.00019700953271239996,0.00012617347237634628,15.798988964868798,0.475486017058293
15,0.06291238730152449,0.00016386823308615325,0.9999731462001801,0.0619124140838782,0.00020045894523112415,0.0001272775214504994,15.845011066329775,0.47955576368172964
16,0.062100901822249095,0.00015973104644217528,0.999973715464274,0.06110092807809512,0.00019372410380553144,0.0001257379893916853,15.84781294753541,0.4777157762944698
17,0.0614265408317248,0.00015859219678774632,1.000013794819514,0.06042652702331543,0.0001934791225551938,0.00012370527005017113,15.904806732259736,0.4814987423022588
18,0.060820021455486616,0.00014150368437791864,1.0000145689646402,0.059820006842414536,0.00017606799396162386,0.00010693937556061428,15.88856054520583,0.4788671743869781
19,0.06022194808224837,0.0001407412514478589,1.0000187352498373,0.05922192928195,0.00017446686689800118,0.00010701563559511365,15.929927571047742,0.48193309316039085
20,0.05959927341838678,0.00012890850015780111,1.0000219886302948,0.05859925128519535,0.0001605328000926723,9.728420044242133e-05,15.996863795126412,0.482960564682881
21,0.05906524762511253,0.00012529495424920848,1.0000377095540365,0.05806520981093248,0.0001558164220211135,9.477348612684484e-05,15.98110275823338,0.48219010563691456
22,0.058603952705860135,0.00011359478234711181,1.0000340538819632,0.0576039185722669,0.00014258964457258117,8.459992031445532e-05,16.022226075954833,0.484810920437177
23,0.05803042866289616,0.00010857271294905028,1.0000334015687307,0.05703039522965749,0.00013408972812612775,8.305569813213272e-05,16.01329683246422,0.48438735021154083
24,0.05757025791704655,0.00010757623321478604,1.0000356868108113,0.0565702221194903,0.00013470510693150572,8.044735986671488e-05,16.014993744528184,0.4852300928731759
25,0.05711076601843039,9.750829552285722e-05,1.0000371967156727,0.05611072877049446,0.00012118391808447389,7.383267278237326e-05,16.094139744065213,0.4880338213046392
26,0.056671602989236514,9.063618930061542e-05,1.0000340631008149,0.05567156887551149,0.00011302752857955056,6.824485025572358e-05,16.086374834901612,0.48643742088476816
27,0.05621048813064893,9.936162336695513e-05,1.000044217189153,0.05521044385433197,0.00012203470138895986,7.668854566933685e-05,16.055694952847983,0.48700681763887405
28,0.05580917947987715,0.00435719952378228,0.9888744467074673,0.05482030499974887,0.004214638388929113,0.004499760782933056,16.118721993310448,0.4902671277821064
29,0.055476827730735145,5.677434399452371e-05,1.000023399035136,0.0544768043110768,6.756463229491298e-05,4.598405554497731e-05,16.17873728760516,0.4906821175714334
30,0.05511009839673837,7.64681716755149e-05,1.0000231305758158,0.05411007516582807,9.05916504295116e-05,6.234469294334607e-05,16.175777379401595,0.4911087667644024
31,0.05469340364138285,8.595557849427375e-05,1.000040734132131,0.05369336280723413,0.0001029235973668013,6.898755991884779e-05,16.191385928704946,0.49064552947878837
32,0.054384718795617425,8.545803700690158e-05,1.0000416275660198,0.05338467702766259,0.00010296575637160761,6.795031780105394e-05,16.155076434134315,0.4920023709038893
33,0.05396997081240018,8.378393187255522e-05,1.000044052441915,0.05296992675960064,0.00010169862058319268,6.586924289998326e-05,16.239578593887863,0.4941338517864545
34,0.053699827740589776,8.197089192496302e-05,1.0000379611651102,0.052699789692958195,9.901595206732358e-05,6.492583158797061e-05,16.214445529124795,0.49195427426695826
35,0.05335044161478678,8.154433388457013e-05,1.00004549630483,0.05235039613644282,9.916877314996478e-05,6.391989430267131e-05,16.236808045960256,0.49430658757686613
36,0.05305913909276327,7.938693142326277e-05,1.0000433522860208,0.05205909555653731,9.628571568585661e-05,6.248814763542517e-05,16.19563189446761,0.4917443059782187
37,0.05273443812628587,7.49342631509838e-05,1.000043835481008,0.05173439424236616,9.070465588350393e-05,5.916387056762081e-05,16.237575215193136,0.4949258983929952
38,0.05241041585306327,7.045277740811192e-05,1.0000442079703014,0.05141037154694398,8.59455584626024e-05,5.495999636726386e-05,16.141312089163726,0.49158007389307024
39,0.05213466611007849,7.160453712640447e-05,1.0000396961371103,0.051134626323978104,8.73894950770288e-05,5.581957889747476e-05,16.268536337347,0.49613109534978866
40,0.05186933146913846,7.255168522351597e-05,1.0000467276573182,0.05086928466955821,8.845564737566747e-05,5.6647723206576e-05,16.28503870465186,0.4958808820048968
41,0.05158971522251765,7.124514705719776e-05,1.0000413165092468,0.05058967381219069,8.68763842269497e-05,5.561391027670955e-05,16.28114103453028,0.4956740978161494
42,0.051277490178744,6.323844133112289e-05,1.0000391155083974,0.0502774510482947,7.657109997914327e-05,4.990578262580432e-05,16.319452433116673,0.49782336031397184
43,0.05105140495796998,6.330068332378383e-05,1.000039743900299,0.0500513652364413,7.62747034301962e-05,5.032666296150031e-05,16.27236247213,0.4961007766922315
44,0.0507986038873593,0.006382971069370493,0.9825758124428491,0.049816027998924255,0.006095435337541858,0.00667050682115223,16.344672222046906,0.5014160833060741
45,0.050565070897340775,3.057444768637652e-05,0.9999723688761393,0.04956509849925836,3.6888976666280846e-05,2.4259918689494953e-05,16.344543063573727,0.5005236438810825
46,0.050346492047111197,5.428895860798851e-05,1.000016359647115,0.049346475700537365,6.514018179586855e-05,4.343773530005516e-05,16.2938613241309,0.4972448501288891
47,0.05002747560540835,5.8473467239916016e-05,1.0000109511216482,0.0490274646182855,6.954369622690138e-05,4.740323842815997e-05,16.376198947140818,0.49890152220924694
48,0.049812923128406204,6.625909081897893e-05,1.0000258933703106,0.048812897125879925,7.799731258152557e-05,5.452086907947281e-05,16.39588448065645,0.5025776313145955
49,0.04962382372220357,6.333193919272162e-05,1.0000270160039266,0.048623796696464223,7.553828095115022e-05,5.112559746339684e-05,16.43279026938284,0.5037528482079506
50,0.0493930802543958,6.275721006022649e-05,1.0000258538722993,0.048393054296573,7.421079260348051e-05,5.130362711255051e-05,16.393168949921385,0.5007956659098466
51,0.04914872754116853,6.172303902955416e-05,1.0000225705305734,0.04814870490133762,7.273864900283419e-05,5.0707428662766085e-05,16.400260488145758,0.5015161069333554
52,0.04896138889094194,6.225458490249973e-05,1.0000313704808552,0.04796135745445887,7.407604735878218e-05,5.0433122281901886e-05,16.325295554514206,0.4996262898743153
53,0.0487707064251105,6.180160303847515e-05,1.0000307672818503,0.04777067566414674,7.414948534460564e-05,4.9453720685960435e-05,16.441557535855505,0.5035741979678472
54,0.0485106778194507,5.9452791837732854e-05,1.000031014362971,0.04751064666112264,7.079025760746542e-05,4.811532610043893e-05,16.40195123653573,0.5028454661369324
55,0.04835248504579067,5.8849840930633943e-05,1.0000351454416911,0.047352449849247934,7.025626456440174e-05,4.7443417307173754e-05,16.385814892791522,0.501277034719785
56,0.048136972372730576,5.531753187521341e-05,1.0000342309474946,0.04713693807522456,6.663470050383087e-05,4.4000363186569305e-05,16.451148911096517,0.5025718156298001
