Epoch,loss_G,loss_D,loss_GAN,loss_content,loss_real,loss_fake,PSNR,SSIM
0,0.0749935556179399,0.4423344805362118,0.6078277811123307,0.07438572742946588,0.45108071928191334,0.43358824568189636,13.820201772361678,0.35018451407551765
1,0.0606964961358696,0.15279051077783487,0.538240264745275,0.06015825591933955,0.14888382802723318,0.156697192579318,14.254990104227595,0.37674480175226926
2,0.0574603409856368,0.16430588351313474,0.446662230666276,0.057013678844946965,0.16036088204687568,0.16825088422009898,14.41525291979592,0.39166424549371004
3,0.05577863992494383,0.10089235567742852,0.6260357180218787,0.055152604154720425,0.1015215179627868,0.10026319438864471,14.60803927983475,0.4046401494294405
4,0.05400004902273227,0.059195255635270644,0.7796950332678048,0.05322035402059555,0.05912833694060137,0.0592621736892849,14.648691801031735,0.4079373323619366
5,0.05293106313818579,0.04292613609581237,0.864286779598066,0.052066776332012406,0.043109688362118544,0.042742583426130805,14.841993120736754,0.42212808547914027
6,0.05181989740509137,0.033269213002388644,0.9069138548936054,0.050912983240974936,0.03340949527444733,0.03312893146589683,14.96515348896346,0.4296650560125709
7,0.05067784393763846,0.026903424495059974,0.9257566556809055,0.04975208727892037,0.02726540363328472,0.026541445238195408,14.969311728694874,0.4310269075259566
8,0.05002661172751408,0.024087127191340846,0.9547524273775185,0.04907185923616598,0.024453603229515113,0.023720650595559434,15.02414293379121,0.4342587584927678
9,0.04926129857635802,0.01967748361313419,0.9639711664740447,0.048297327415199036,0.020365715833606236,0.018989251511301965,15.004917036615762,0.4394016585946083
10,0.048623397993813655,0.020820581828760114,0.945567808902947,0.04767783002773668,0.021105256922258314,0.020535906847969743,15.035252647885658,0.43694572312384844
11,0.04790384134953948,0.02706790143018885,0.9673197740202497,0.04693652143713775,0.033885745800272295,0.02025005593302713,15.026183175640002,0.43572511853277685
12,0.04723497629640209,0.012521158963157112,0.9729575621094674,0.04626201873846874,0.013043359082168455,0.011998958755165908,15.145160461789295,0.44590467938780787
13,0.04681579154103425,0.012286776148826834,0.9786183689809909,0.04583717308416488,0.012758908817058157,0.011814643492459491,15.190184388091044,0.4451196165755391
14,0.04637728958942328,0.011247771537038171,0.9910717697659875,0.045386217724365796,0.01169809551945158,0.010797447691060556,15.192219790152519,0.447910411529243
15,0.04602988664606574,0.011499755855673437,0.9674839605191711,0.04506240270225106,0.011961771400680967,0.011037740369985817,15.169453766824484,0.4470484739765525
16,0.04566292137287225,0.012617787079304266,0.9749967926626752,0.04468792449137208,0.013012629281136261,0.012222944895268246,15.266891443015663,0.4469741412550211
17,0.045351401920531206,0.010110827162861824,0.984395497923444,0.044367006392615614,0.010517746738045458,0.009703907572848213,15.079266204841751,0.4465116954371333
18,0.044914760763288306,0.037505822303663394,0.9541915860264354,0.043960569177273735,0.029153333852293007,0.045858310577074055,15.17578301810379,0.44086207716166975
19,0.0445384450589016,0.008500962280875938,0.9957445005702364,0.04354270044595573,0.00889340370513831,0.008108520865511552,15.211127933122663,0.44791517858207225
20,0.044118679514166655,0.006999824412617903,0.9927186996314177,0.04312596078606168,0.007244614178350397,0.006755034617225456,15.294606106442,0.44842992340028287
21,0.043874685717805936,0.006665193974070108,0.9917740168844819,0.04288291157620728,0.006926741637882723,0.006403646345849439,15.104958381447188,0.4472446613833308
22,0.04356356420714384,0.0061994110216285776,0.9878004926025488,0.042575763597799715,0.006496245358851116,0.0059025766102561526,15.204612628968519,0.44578478068858385
23,0.043391848327058134,0.005776138584704916,0.9982104927870878,0.04239363776175839,0.006070345592726568,0.005481931606343218,15.321128248586156,0.4565252119973302
24,0.04297250191307372,0.005433681892575162,0.9953428309434539,0.0419771591569208,0.005674501489491979,0.005192862286760359,15.30270915887197,0.44933834590017796
25,0.04278111858827293,0.004975250560292013,0.9952249864863741,0.04178589347536397,0.00524950460204558,0.004700996481463503,15.290262738580957,0.45116691022366284
26,0.04263013100643067,0.004720849406187702,0.9994232441968979,0.041630707847274795,0.004984457395780998,0.004457241477397312,15.382150823519115,0.4540088712051511
27,0.04220518194566107,0.004615936113912968,0.9963996816592612,0.041208782179909906,0.004792978100265097,0.004438894134975827,15.06673487869071,0.4474119335785508
28,0.042084230430376755,0.0042677173349460595,0.9954331076828538,0.04108879722322628,0.004540545254898299,0.003994889437238787,15.393767674966629,0.455716932952404
29,0.04192356046312933,0.004264056801226488,0.997054758724893,0.04092650568694066,0.004504734143069026,0.004023379481628917,15.443013399842492,0.4573909433335066
